ID_Aluno	Nome	Data_Feedback	Feedback_Instrutor	Indice_Bem_Estar_Social
764	Sra. Ana Carolina Aragão	2025-09-12	Mostra iniciativa para resolver problemas complexos	0.902
765	Pedro Henrique Pinto	2024-10-23	Demonstra evolução constante ao longo do curso	1.0
765	Pedro Henrique Pinto	2024-11-18	Colaborativo e sempre disposto a ajudar os colegas	0.848
765	Pedro Henrique Pinto	2024-12-16	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.959
765	Pedro Henrique Pinto	2025-01-14	Tem potencial, mas precisa se dedicar mais aos estudos	0.525
765	Pedro Henrique Pinto	2025-06-06	Estudante dedicado, sempre entrega as atividades no prazo	0.924
765	Pedro Henrique Pinto	2025-07-16	Mostra iniciativa para resolver problemas complexos	0.388
765	Pedro Henrique Pinto	2025-08-26	Demonstra maior engajamento nas atividades práticas	0.121
765	Pedro Henrique Pinto	2025-09-01	Mostra interesse, mas falta um pouco de foco durante as aulas	0.835
766	Luiz Fernando Lopes	2024-11-04	Demonstra criatividade nas soluções apresentadas	0.235
766	Luiz Fernando Lopes	2025-04-09	Demonstra evolução constante ao longo do curso	0.696
766	Luiz Fernando Lopes	2025-05-17	Pontual e organizado, exemplo para a turma	0.98
767	Maria Clara Dias	2024-10-06	Demonstra criatividade nas soluções apresentadas	0.959
767	Maria Clara Dias	2025-03-24	Precisa se esforçar mais para acompanhar o ritmo da turma	0.406
767	Maria Clara Dias	2025-06-14	Tem potencial, mas precisa se dedicar mais aos estudos	0.702
767	Maria Clara Dias	2025-07-14	Precisa desenvolver mais confiança para expressar suas ideias	0.546
767	Maria Clara Dias	2025-08-22	Precisa se esforçar mais para acompanhar o ritmo da turma	0.832
767	Maria Clara Dias	2025-09-28	Bom desempenho, mas pode melhorar a participação nas discussões	0.543
768	Sra. Stella Araújo	2024-10-23	Precisa desenvolver mais confiança para expressar suas ideias	0.024
768	Sra. Stella Araújo	2024-12-19	Demonstra evolução constante ao longo do curso	0.83
768	Sra. Stella Araújo	2025-08-04	Pontual e organizado, exemplo para a turma	0.858
769	Sarah Duarte	2024-12-28	Excelente capacidade analítica e pensamento crítico	0.925
769	Sarah Duarte	2025-01-24	Colaborativo e sempre disposto a ajudar os colegas	0.566
769	Sarah Duarte	2025-02-13	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.757
769	Sarah Duarte	2025-05-25	Demonstra maior engajamento nas atividades práticas	0.145
769	Sarah Duarte	2025-06-23	Colaborativo e sempre disposto a ajudar os colegas	0.302
769	Sarah Duarte	2025-07-18	Estudante dedicado, sempre entrega as atividades no prazo	0.695
769	Sarah Duarte	2025-08-10	Excelente capacidade analítica e pensamento crítico	0.285
770	Maria Eduarda Duarte	2025-03-03	Pontual e organizado, exemplo para a turma	0.17
770	Maria Eduarda Duarte	2025-05-03	Mostra iniciativa para resolver problemas complexos	0.398
770	Maria Eduarda Duarte	2025-08-13	Tem potencial, mas precisa se dedicar mais aos estudos	0.848
771	Bryan Nunes	2024-12-28	Precisa trabalhar melhor em equipe	0.483
771	Bryan Nunes	2025-03-07	Demonstra criatividade nas soluções apresentadas	0.803
771	Bryan Nunes	2025-07-01	Precisa se esforçar mais para acompanhar o ritmo da turma	0.917
771	Bryan Nunes	2025-09-13	Estudante dedicado, sempre entrega as atividades no prazo	0.04
772	Paulo Silveira	2024-10-24	Precisa se esforçar mais para acompanhar o ritmo da turma	0.62
772	Paulo Silveira	2024-11-09	Participativo e questionador, contribui para o aprendizado da turma	0.627
772	Paulo Silveira	2025-03-13	Apresentou melhora significativa neste período	0.679
772	Paulo Silveira	2025-05-22	Bom desempenho, mas pode melhorar a participação nas discussões	0.603
772	Paulo Silveira	2025-06-28	Participativo e questionador, contribui para o aprendizado da turma	0.659
772	Paulo Silveira	2025-08-28	Mantém consistência no desempenho ao longo do tempo	0.535
773	Augusto Alves	2025-04-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.601
773	Augusto Alves	2025-05-01	Mostra interesse, mas falta um pouco de foco durante as aulas	0.129
773	Augusto Alves	2025-08-03	Mostra iniciativa para resolver problemas complexos	0.942
774	Diego Barros	2024-11-19	Bom desempenho, mas pode melhorar a participação nas discussões	0.772
774	Diego Barros	2025-03-03	Demonstra maior engajamento nas atividades práticas	0.439
774	Diego Barros	2025-06-06	Apresentou melhora significativa neste período	0.227
775	Rafael Freitas	2024-12-02	Precisa se esforçar mais para acompanhar o ritmo da turma	0.939
775	Rafael Freitas	2025-03-04	Tem dificuldades com alguns conceitos, mas está progredindo	0.511
775	Rafael Freitas	2025-04-11	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.699
775	Rafael Freitas	2025-05-28	Mantém consistência no desempenho ao longo do tempo	0.312
775	Rafael Freitas	2025-06-19	Precisa desenvolver mais confiança para expressar suas ideias	0.805
775	Rafael Freitas	2025-07-19	Mostra iniciativa para resolver problemas complexos	0.628
776	Heloísa Nunes	2024-12-23	Mostra interesse, mas falta um pouco de foco durante as aulas	0.255
776	Heloísa Nunes	2025-02-24	Demonstra evolução constante ao longo do curso	0.432
776	Heloísa Nunes	2025-08-03	Precisa desenvolver mais confiança para expressar suas ideias	0.574
776	Heloísa Nunes	2025-09-28	Mostra interesse, mas falta um pouco de foco durante as aulas	0.027
777	Cecília Pinto	2024-10-24	Demonstra maior engajamento nas atividades práticas	0.168
777	Cecília Pinto	2024-12-23	Mostra interesse, mas falta um pouco de foco durante as aulas	0.819
777	Cecília Pinto	2025-08-13	Estudante dedicado, sempre entrega as atividades no prazo	0.552
777	Cecília Pinto	2025-09-19	Apresentou melhora significativa neste período	0.827
778	Valentina Costa	2024-11-12	Demonstra evolução constante ao longo do curso	0.736
778	Valentina Costa	2025-01-06	Bom desempenho, mas pode melhorar a participação nas discussões	0.527
778	Valentina Costa	2025-02-25	Precisa desenvolver mais confiança para expressar suas ideias	0.077
778	Valentina Costa	2025-07-23	Apresentou melhora significativa neste período	0.17
778	Valentina Costa	2025-09-06	Estudante dedicado, sempre entrega as atividades no prazo	0.795
779	Sophia Gomes	2024-11-04	Líder natural, ajuda os colegas frequentemente	0.34
779	Sophia Gomes	2025-04-01	Mantém consistência no desempenho ao longo do tempo	0.494
779	Sophia Gomes	2025-06-26	Colaborativo e sempre disposto a ajudar os colegas	0.94
780	Davi Lucas Azevedo	2024-11-01	Mostra interesse, mas falta um pouco de foco durante as aulas	0.708
780	Davi Lucas Azevedo	2024-12-24	Tem dificuldades com alguns conceitos, mas está progredindo	0.789
780	Davi Lucas Azevedo	2025-01-11	Apresentou melhora significativa neste período	0.026
780	Davi Lucas Azevedo	2025-02-24	Pontual e organizado, exemplo para a turma	0.431
780	Davi Lucas Azevedo	2025-05-19	Precisa desenvolver mais confiança para expressar suas ideias	0.58
780	Davi Lucas Azevedo	2025-07-16	Precisa trabalhar melhor em equipe	0.157
780	Davi Lucas Azevedo	2025-09-02	Precisa desenvolver mais confiança para expressar suas ideias	0.464
781	Dra. Bárbara Correia	2024-11-23	Apresentou melhora significativa neste período	0.181
781	Dra. Bárbara Correia	2025-01-26	Tem dificuldades com alguns conceitos, mas está progredindo	0.418
781	Dra. Bárbara Correia	2025-03-24	Excelente capacidade analítica e pensamento crítico	0.079
781	Dra. Bárbara Correia	2025-05-04	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.535
781	Dra. Bárbara Correia	2025-06-13	Apresentou melhora significativa neste período	0.092
781	Dra. Bárbara Correia	2025-07-03	Pontual e organizado, exemplo para a turma	0.48
781	Dra. Bárbara Correia	2025-08-16	Bom desempenho, mas pode melhorar a participação nas discussões	0.151
781	Dra. Bárbara Correia	2025-09-06	Tem potencial, mas precisa se dedicar mais aos estudos	0.724
782	Fernando Rodrigues	2024-12-27	Precisa trabalhar melhor em equipe	0.238
782	Fernando Rodrigues	2025-01-23	Pontual e organizado, exemplo para a turma	0.637
782	Fernando Rodrigues	2025-06-01	Precisa trabalhar melhor em equipe	0.087
783	Pietra da Luz	2024-11-23	Mantém consistência no desempenho ao longo do tempo	0.594
783	Pietra da Luz	2025-01-08	Estudante dedicado, sempre entrega as atividades no prazo	0.23
783	Pietra da Luz	2025-03-08	Bom desempenho, mas pode melhorar a participação nas discussões	0.482
783	Pietra da Luz	2025-06-17	Apresentou melhora significativa neste período	0.816
783	Pietra da Luz	2025-09-15	Demonstra criatividade nas soluções apresentadas	0.568
784	Bruna Oliveira	2024-10-24	Colaborativo e sempre disposto a ajudar os colegas	0.617
784	Bruna Oliveira	2024-11-01	Precisa trabalhar melhor em equipe	0.007
784	Bruna Oliveira	2024-12-10	Tem dificuldades com alguns conceitos, mas está progredindo	0.718
784	Bruna Oliveira	2025-01-24	Apresentou melhora significativa neste período	0.813
784	Bruna Oliveira	2025-05-28	Pontual e organizado, exemplo para a turma	0.507
784	Bruna Oliveira	2025-07-15	Bom desempenho, mas pode melhorar a participação nas discussões	0.606
784	Bruna Oliveira	2025-09-22	Demonstra evolução constante ao longo do curso	0.504
785	Mariana Costa	2024-12-11	Excelente capacidade analítica e pensamento crítico	0.949
785	Mariana Costa	2025-01-15	Mostra interesse, mas falta um pouco de foco durante as aulas	0.25
785	Mariana Costa	2025-03-03	Líder natural, ajuda os colegas frequentemente	0.915
785	Mariana Costa	2025-04-22	Participativo e questionador, contribui para o aprendizado da turma	0.809
785	Mariana Costa	2025-06-25	Precisa trabalhar melhor em equipe	0.618
785	Mariana Costa	2025-08-08	Precisa se esforçar mais para acompanhar o ritmo da turma	0.862
786	Yago Nogueira	2025-02-06	Precisa desenvolver mais confiança para expressar suas ideias	0.718
786	Yago Nogueira	2025-03-07	Mostra interesse, mas falta um pouco de foco durante as aulas	0.256
786	Yago Nogueira	2025-07-09	Tem dificuldades com alguns conceitos, mas está progredindo	0.671
787	Nathan Melo	2024-10-21	Mostra iniciativa para resolver problemas complexos	0.433
787	Nathan Melo	2024-11-03	Participativo e questionador, contribui para o aprendizado da turma	0.602
787	Nathan Melo	2025-02-22	Demonstra evolução constante ao longo do curso	0.698
787	Nathan Melo	2025-03-01	Mantém consistência no desempenho ao longo do tempo	0.664
787	Nathan Melo	2025-04-18	Colaborativo e sempre disposto a ajudar os colegas	0.68
787	Nathan Melo	2025-06-05	Precisa se esforçar mais para acompanhar o ritmo da turma	0.444
787	Nathan Melo	2025-07-27	Participativo e questionador, contribui para o aprendizado da turma	0.251
787	Nathan Melo	2025-08-09	Demonstra maior engajamento nas atividades práticas	0.325
788	Bárbara Pereira	2024-11-22	Precisa se esforçar mais para acompanhar o ritmo da turma	0.793
788	Bárbara Pereira	2025-01-16	Mantém consistência no desempenho ao longo do tempo	0.08
788	Bárbara Pereira	2025-03-12	Líder natural, ajuda os colegas frequentemente	0.129
788	Bárbara Pereira	2025-05-15	Tem potencial, mas precisa se dedicar mais aos estudos	0.537
788	Bárbara Pereira	2025-06-27	Precisa se esforçar mais para acompanhar o ritmo da turma	0.012
788	Bárbara Pereira	2025-08-05	Precisa se esforçar mais para acompanhar o ritmo da turma	0.975
789	João Felipe Cavalcanti	2024-11-13	Excelente capacidade analítica e pensamento crítico	0.832
789	João Felipe Cavalcanti	2025-02-03	Demonstra evolução constante ao longo do curso	0.287
789	João Felipe Cavalcanti	2025-04-02	Mostra interesse, mas falta um pouco de foco durante as aulas	0.904
789	João Felipe Cavalcanti	2025-05-03	Precisa desenvolver mais confiança para expressar suas ideias	0.678
789	João Felipe Cavalcanti	2025-06-11	Precisa se esforçar mais para acompanhar o ritmo da turma	0.599
789	João Felipe Cavalcanti	2025-07-03	Tem potencial, mas precisa se dedicar mais aos estudos	0.56
789	João Felipe Cavalcanti	2025-09-04	Mostra iniciativa para resolver problemas complexos	0.019
790	Amanda Gomes	2024-10-16	Mostra interesse, mas falta um pouco de foco durante as aulas	0.782
790	Amanda Gomes	2025-01-03	Mostra iniciativa para resolver problemas complexos	0.014
790	Amanda Gomes	2025-04-28	Excelente capacidade analítica e pensamento crítico	0.164
790	Amanda Gomes	2025-07-11	Tem dificuldades com alguns conceitos, mas está progredindo	0.269
791	Juan Carvalho	2024-10-19	Demonstra maior engajamento nas atividades práticas	0.204
791	Juan Carvalho	2024-11-16	Líder natural, ajuda os colegas frequentemente	0.688
791	Juan Carvalho	2025-01-07	Participativo e questionador, contribui para o aprendizado da turma	0.533
791	Juan Carvalho	2025-05-23	Excelente capacidade analítica e pensamento crítico	0.825
791	Juan Carvalho	2025-06-24	Mostra interesse, mas falta um pouco de foco durante as aulas	0.964
791	Juan Carvalho	2025-07-01	Mantém consistência no desempenho ao longo do tempo	0.479
792	Igor Nogueira	2024-11-08	Tem dificuldades com alguns conceitos, mas está progredindo	0.276
792	Igor Nogueira	2025-01-19	Pontual e organizado, exemplo para a turma	0.351
792	Igor Nogueira	2025-03-12	Mostra interesse, mas falta um pouco de foco durante as aulas	0.196
792	Igor Nogueira	2025-07-23	Tem potencial, mas precisa se dedicar mais aos estudos	0.743
792	Igor Nogueira	2025-08-07	Pontual e organizado, exemplo para a turma	0.069
793	Eloah das Neves	2025-04-18	Mantém consistência no desempenho ao longo do tempo	0.792
793	Eloah das Neves	2025-05-16	Apresentou melhora significativa neste período	0.797
793	Eloah das Neves	2025-07-22	Apresentou melhora significativa neste período	0.812
794	Gustavo Henrique Azevedo	2025-01-18	Mostra interesse, mas falta um pouco de foco durante as aulas	0.142
794	Gustavo Henrique Azevedo	2025-02-16	Precisa se esforçar mais para acompanhar o ritmo da turma	0.502
794	Gustavo Henrique Azevedo	2025-07-28	Precisa se esforçar mais para acompanhar o ritmo da turma	0.737
795	Rafael Campos	2024-11-17	Mostra iniciativa para resolver problemas complexos	0.592
795	Rafael Campos	2024-12-23	Mostra interesse, mas falta um pouco de foco durante as aulas	0.93
795	Rafael Campos	2025-02-13	Excelente capacidade analítica e pensamento crítico	0.741
795	Rafael Campos	2025-03-28	Líder natural, ajuda os colegas frequentemente	0.944
795	Rafael Campos	2025-04-06	Mantém consistência no desempenho ao longo do tempo	0.261
795	Rafael Campos	2025-06-10	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.418
795	Rafael Campos	2025-07-26	Mostra iniciativa para resolver problemas complexos	0.859
795	Rafael Campos	2025-08-16	Tem potencial, mas precisa se dedicar mais aos estudos	0.936
796	Benício Moura	2024-12-13	Precisa trabalhar melhor em equipe	0.232
796	Benício Moura	2025-01-04	Demonstra maior engajamento nas atividades práticas	0.489
796	Benício Moura	2025-03-28	Demonstra maior engajamento nas atividades práticas	0.03
796	Benício Moura	2025-07-24	Líder natural, ajuda os colegas frequentemente	0.729
796	Benício Moura	2025-09-04	Líder natural, ajuda os colegas frequentemente	0.568
797	Eduarda Caldeira	2024-10-21	Participativo e questionador, contribui para o aprendizado da turma	0.447
797	Eduarda Caldeira	2025-03-18	Tem potencial, mas precisa se dedicar mais aos estudos	0.667
797	Eduarda Caldeira	2025-04-14	Bom desempenho, mas pode melhorar a participação nas discussões	0.076
797	Eduarda Caldeira	2025-09-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.666
798	Lucca Duarte	2024-11-09	Bom desempenho, mas pode melhorar a participação nas discussões	0.69
798	Lucca Duarte	2025-01-03	Mantém consistência no desempenho ao longo do tempo	0.819
798	Lucca Duarte	2025-03-16	Pontual e organizado, exemplo para a turma	0.354
798	Lucca Duarte	2025-04-02	Excelente capacidade analítica e pensamento crítico	0.644
798	Lucca Duarte	2025-07-19	Participativo e questionador, contribui para o aprendizado da turma	0.946
798	Lucca Duarte	2025-09-02	Precisa desenvolver mais confiança para expressar suas ideias	0.745
799	Anthony Sales	2024-11-19	Colaborativo e sempre disposto a ajudar os colegas	0.831
799	Anthony Sales	2025-02-14	Pontual e organizado, exemplo para a turma	0.822
799	Anthony Sales	2025-06-03	Demonstra evolução constante ao longo do curso	0.224
799	Anthony Sales	2025-08-06	Mantém consistência no desempenho ao longo do tempo	0.313
800	João Felipe Ribeiro	2024-10-19	Demonstra criatividade nas soluções apresentadas	1.0
800	João Felipe Ribeiro	2024-12-04	Precisa se esforçar mais para acompanhar o ritmo da turma	0.853
800	João Felipe Ribeiro	2025-04-08	Participativo e questionador, contribui para o aprendizado da turma	0.147
800	João Felipe Ribeiro	2025-09-24	Estudante dedicado, sempre entrega as atividades no prazo	0.498
801	Pietra Jesus	2024-11-01	Precisa desenvolver mais confiança para expressar suas ideias	0.9
801	Pietra Jesus	2025-01-17	Estudante dedicado, sempre entrega as atividades no prazo	0.265
801	Pietra Jesus	2025-06-01	Participativo e questionador, contribui para o aprendizado da turma	0.074
801	Pietra Jesus	2025-07-05	Colaborativo e sempre disposto a ajudar os colegas	0.086
802	Dra. Ana Beatriz Aragão	2024-10-17	Mantém consistência no desempenho ao longo do tempo	0.337
802	Dra. Ana Beatriz Aragão	2024-11-27	Mostra interesse, mas falta um pouco de foco durante as aulas	0.325
802	Dra. Ana Beatriz Aragão	2025-03-09	Líder natural, ajuda os colegas frequentemente	0.261
802	Dra. Ana Beatriz Aragão	2025-04-19	Colaborativo e sempre disposto a ajudar os colegas	0.404
802	Dra. Ana Beatriz Aragão	2025-05-05	Mostra iniciativa para resolver problemas complexos	0.324
802	Dra. Ana Beatriz Aragão	2025-06-13	Líder natural, ajuda os colegas frequentemente	0.966
802	Dra. Ana Beatriz Aragão	2025-07-02	Precisa trabalhar melhor em equipe	0.256
802	Dra. Ana Beatriz Aragão	2025-08-21	Demonstra evolução constante ao longo do curso	0.799
803	Agatha Gomes	2024-10-21	Tem dificuldades com alguns conceitos, mas está progredindo	0.366
803	Agatha Gomes	2024-11-05	Mantém consistência no desempenho ao longo do tempo	0.807
803	Agatha Gomes	2025-01-24	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.272
803	Agatha Gomes	2025-06-24	Bom desempenho, mas pode melhorar a participação nas discussões	0.982
803	Agatha Gomes	2025-08-26	Demonstra criatividade nas soluções apresentadas	0.236
803	Agatha Gomes	2025-09-04	Demonstra evolução constante ao longo do curso	0.668
804	Srta. Sofia Silveira	2024-10-02	Apresentou melhora significativa neste período	0.664
804	Srta. Sofia Silveira	2025-02-05	Precisa trabalhar melhor em equipe	0.344
804	Srta. Sofia Silveira	2025-07-25	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.109
805	Maria Luiza Silva	2024-11-12	Tem potencial, mas precisa se dedicar mais aos estudos	0.826
805	Maria Luiza Silva	2024-12-15	Precisa desenvolver mais confiança para expressar suas ideias	0.081
805	Maria Luiza Silva	2025-01-08	Precisa desenvolver mais confiança para expressar suas ideias	0.961
805	Maria Luiza Silva	2025-02-25	Pontual e organizado, exemplo para a turma	0.64
805	Maria Luiza Silva	2025-05-16	Bom desempenho, mas pode melhorar a participação nas discussões	0.632
805	Maria Luiza Silva	2025-06-21	Pontual e organizado, exemplo para a turma	0.451
805	Maria Luiza Silva	2025-09-16	Líder natural, ajuda os colegas frequentemente	0.765
806	Dra. Maysa Cardoso	2024-12-20	Apresentou melhora significativa neste período	0.307
806	Dra. Maysa Cardoso	2025-02-10	Colaborativo e sempre disposto a ajudar os colegas	0.763
806	Dra. Maysa Cardoso	2025-03-05	Demonstra maior engajamento nas atividades práticas	0.885
806	Dra. Maysa Cardoso	2025-04-13	Demonstra evolução constante ao longo do curso	0.036
806	Dra. Maysa Cardoso	2025-06-25	Precisa trabalhar melhor em equipe	0.001
807	Diego Nascimento	2024-12-18	Precisa se esforçar mais para acompanhar o ritmo da turma	0.369
807	Diego Nascimento	2025-04-10	Precisa se esforçar mais para acompanhar o ritmo da turma	0.544
807	Diego Nascimento	2025-08-04	Mostra iniciativa para resolver problemas complexos	0.226
808	Maitê Farias	2024-10-09	Demonstra evolução constante ao longo do curso	0.563
808	Maitê Farias	2025-02-11	Tem potencial, mas precisa se dedicar mais aos estudos	0.008
808	Maitê Farias	2025-07-17	Mostra iniciativa para resolver problemas complexos	0.803
808	Maitê Farias	2025-08-11	Demonstra evolução constante ao longo do curso	0.744
808	Maitê Farias	2025-09-09	Mostra interesse, mas falta um pouco de foco durante as aulas	0.598
809	Ana Vitória Freitas	2024-10-26	Mostra interesse, mas falta um pouco de foco durante as aulas	0.171
809	Ana Vitória Freitas	2025-03-11	Demonstra criatividade nas soluções apresentadas	0.179
809	Ana Vitória Freitas	2025-04-03	Precisa desenvolver mais confiança para expressar suas ideias	0.026
809	Ana Vitória Freitas	2025-05-06	Pontual e organizado, exemplo para a turma	0.292
809	Ana Vitória Freitas	2025-07-01	Excelente capacidade analítica e pensamento crítico	0.025
809	Ana Vitória Freitas	2025-08-14	Tem dificuldades com alguns conceitos, mas está progredindo	0.594
809	Ana Vitória Freitas	2025-09-02	Estudante dedicado, sempre entrega as atividades no prazo	0.755
810	Eloah Ramos	2024-11-10	Pontual e organizado, exemplo para a turma	0.256
810	Eloah Ramos	2024-12-05	Tem dificuldades com alguns conceitos, mas está progredindo	0.042
810	Eloah Ramos	2025-05-06	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.518
811	Thomas Lima	2024-11-24	Mantém consistência no desempenho ao longo do tempo	0.475
811	Thomas Lima	2025-02-21	Precisa desenvolver mais confiança para expressar suas ideias	0.463
811	Thomas Lima	2025-06-08	Colaborativo e sempre disposto a ajudar os colegas	0.149
811	Thomas Lima	2025-07-10	Precisa se esforçar mais para acompanhar o ritmo da turma	0.669
812	Sra. Nina da Cruz	2025-01-17	Colaborativo e sempre disposto a ajudar os colegas	0.466
812	Sra. Nina da Cruz	2025-05-07	Demonstra evolução constante ao longo do curso	0.736
812	Sra. Nina da Cruz	2025-09-11	Apresentou melhora significativa neste período	0.1
813	Sr. Leonardo Nogueira	2025-01-10	Pontual e organizado, exemplo para a turma	0.421
813	Sr. Leonardo Nogueira	2025-03-04	Participativo e questionador, contribui para o aprendizado da turma	0.27
813	Sr. Leonardo Nogueira	2025-04-16	Demonstra criatividade nas soluções apresentadas	0.89
813	Sr. Leonardo Nogueira	2025-05-12	Tem dificuldades com alguns conceitos, mas está progredindo	0.321
813	Sr. Leonardo Nogueira	2025-06-11	Pontual e organizado, exemplo para a turma	0.809
813	Sr. Leonardo Nogueira	2025-07-11	Mostra iniciativa para resolver problemas complexos	0.571
813	Sr. Leonardo Nogueira	2025-08-02	Excelente capacidade analítica e pensamento crítico	0.24
814	Carlos Eduardo Almeida	2024-10-18	Demonstra evolução constante ao longo do curso	0.731
814	Carlos Eduardo Almeida	2025-02-12	Bom desempenho, mas pode melhorar a participação nas discussões	0.568
814	Carlos Eduardo Almeida	2025-06-14	Mostra interesse, mas falta um pouco de foco durante as aulas	0.65
814	Carlos Eduardo Almeida	2025-08-10	Excelente capacidade analítica e pensamento crítico	0.738
815	Fernanda Martins	2024-12-11	Tem dificuldades com alguns conceitos, mas está progredindo	0.969
815	Fernanda Martins	2025-01-01	Tem potencial, mas precisa se dedicar mais aos estudos	0.202
815	Fernanda Martins	2025-03-20	Demonstra evolução constante ao longo do curso	0.344
815	Fernanda Martins	2025-04-19	Bom desempenho, mas pode melhorar a participação nas discussões	0.101
815	Fernanda Martins	2025-05-09	Precisa desenvolver mais confiança para expressar suas ideias	0.007
815	Fernanda Martins	2025-06-16	Bom desempenho, mas pode melhorar a participação nas discussões	0.846
815	Fernanda Martins	2025-07-12	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.529
815	Fernanda Martins	2025-08-11	Mantém consistência no desempenho ao longo do tempo	0.288
816	Paulo Santos	2024-10-10	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.182
816	Paulo Santos	2025-03-12	Precisa desenvolver mais confiança para expressar suas ideias	0.262
816	Paulo Santos	2025-04-11	Bom desempenho, mas pode melhorar a participação nas discussões	0.355
816	Paulo Santos	2025-05-28	Demonstra evolução constante ao longo do curso	0.548
816	Paulo Santos	2025-06-27	Mantém consistência no desempenho ao longo do tempo	0.237
817	Heitor da Costa	2024-10-07	Tem potencial, mas precisa se dedicar mais aos estudos	0.576
817	Heitor da Costa	2024-11-13	Demonstra maior engajamento nas atividades práticas	0.225
817	Heitor da Costa	2024-12-04	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.269
817	Heitor da Costa	2025-02-02	Demonstra criatividade nas soluções apresentadas	0.876
817	Heitor da Costa	2025-06-10	Precisa trabalhar melhor em equipe	0.52
817	Heitor da Costa	2025-08-11	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.24
818	Daniel Costa	2024-10-02	Precisa desenvolver mais confiança para expressar suas ideias	0.742
818	Daniel Costa	2024-11-12	Participativo e questionador, contribui para o aprendizado da turma	0.638
818	Daniel Costa	2024-12-28	Precisa trabalhar melhor em equipe	0.04
818	Daniel Costa	2025-01-16	Colaborativo e sempre disposto a ajudar os colegas	0.963
818	Daniel Costa	2025-02-14	Líder natural, ajuda os colegas frequentemente	0.31
818	Daniel Costa	2025-04-04	Tem potencial, mas precisa se dedicar mais aos estudos	0.376
818	Daniel Costa	2025-08-10	Precisa trabalhar melhor em equipe	0.213
818	Daniel Costa	2025-09-20	Tem potencial, mas precisa se dedicar mais aos estudos	0.411
819	Eduardo Martins	2024-12-26	Líder natural, ajuda os colegas frequentemente	0.074
819	Eduardo Martins	2025-01-05	Estudante dedicado, sempre entrega as atividades no prazo	0.718
819	Eduardo Martins	2025-04-03	Mostra iniciativa para resolver problemas complexos	0.988
819	Eduardo Martins	2025-07-18	Precisa se esforçar mais para acompanhar o ritmo da turma	0.118
820	Sabrina Peixoto	2025-01-16	Líder natural, ajuda os colegas frequentemente	0.929
820	Sabrina Peixoto	2025-05-15	Apresentou melhora significativa neste período	0.783
820	Sabrina Peixoto	2025-06-18	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.888
821	Catarina Viana	2024-10-18	Estudante dedicado, sempre entrega as atividades no prazo	0.664
821	Catarina Viana	2024-11-07	Líder natural, ajuda os colegas frequentemente	0.938
821	Catarina Viana	2025-03-16	Demonstra criatividade nas soluções apresentadas	0.788
821	Catarina Viana	2025-04-14	Participativo e questionador, contribui para o aprendizado da turma	0.032
821	Catarina Viana	2025-05-18	Líder natural, ajuda os colegas frequentemente	0.225
821	Catarina Viana	2025-06-17	Mantém consistência no desempenho ao longo do tempo	0.298
821	Catarina Viana	2025-07-14	Demonstra evolução constante ao longo do curso	0.941
822	Heloísa Fogaça	2024-10-13	Mostra iniciativa para resolver problemas complexos	0.517
822	Heloísa Fogaça	2024-11-17	Mostra interesse, mas falta um pouco de foco durante as aulas	0.478
822	Heloísa Fogaça	2024-12-07	Apresentou melhora significativa neste período	0.178
822	Heloísa Fogaça	2025-02-08	Mantém consistência no desempenho ao longo do tempo	0.876
822	Heloísa Fogaça	2025-04-12	Mantém consistência no desempenho ao longo do tempo	0.013
822	Heloísa Fogaça	2025-08-08	Precisa trabalhar melhor em equipe	0.317
822	Heloísa Fogaça	2025-09-07	Mostra iniciativa para resolver problemas complexos	0.23
823	Brenda Carvalho	2025-01-19	Tem potencial, mas precisa se dedicar mais aos estudos	0.153
823	Brenda Carvalho	2025-02-20	Demonstra criatividade nas soluções apresentadas	0.38
823	Brenda Carvalho	2025-03-27	Pontual e organizado, exemplo para a turma	0.035
823	Brenda Carvalho	2025-06-01	Precisa se esforçar mais para acompanhar o ritmo da turma	0.913
823	Brenda Carvalho	2025-08-01	Bom desempenho, mas pode melhorar a participação nas discussões	0.204
824	Thomas Aragão	2024-10-02	Precisa desenvolver mais confiança para expressar suas ideias	0.095
824	Thomas Aragão	2024-11-18	Estudante dedicado, sempre entrega as atividades no prazo	0.825
824	Thomas Aragão	2024-12-10	Pontual e organizado, exemplo para a turma	0.412
824	Thomas Aragão	2025-01-03	Excelente capacidade analítica e pensamento crítico	0.159
824	Thomas Aragão	2025-02-26	Tem potencial, mas precisa se dedicar mais aos estudos	0.139
